,topic,Q0,docId,rank,score,score_descr,score_similarity
23003,124,Q0,en.noclean.c4-train.05681-of-07168.78234,4,22.42009925842285,-0.0177223477512598,0.6272168060143789
23004,124,Q0,en.noclean.c4-train.06912-of-07168.53700,5,22.90320014953613,-0.0185434576123952,0.5113334804773331
23005,124,Q0,en.noclean.c4-train.01811-of-07168.9220,6,22.681699752807607,-0.0195209085941314,0.4770073369145394
23006,124,Q0,en.noclean.c4-train.05703-of-07168.54877,7,22.909799575805664,-0.0197287425398826,0.5950983961423238
23007,124,Q0,en.noclean.c4-train.01289-of-07168.85061,8,23.03219985961914,-0.0211400128901004,0.42893962562084204
23008,124,Q0,en.noclean.c4-train.05362-of-07168.116675,9,22.32830047607422,-0.0225631650537252,0.3834503764907519
23009,124,Q0,en.noclean.c4-train.03831-of-07168.116779,10,22.949899673461925,-0.0248331874608993,0.5724870314200721
24000,125,Q0,en.noclean.c4-train.04086-of-07168.106225,1,15.374799728393555,-0.0053184214048087,0.3644245465596517
24001,125,Q0,en.noclean.c4-train.05857-of-07168.32511,2,16.533899307250973,-0.0071170381270349,0.2994410732450585
24002,125,Q0,en.noclean.c4-train.00550-of-07168.42429,3,16.16200065612793,-0.0073507796041667,0.34030892855177325
24003,125,Q0,en.noclean.c4-train.02363-of-07168.66248,4,16.333499908447266,-0.0075126504525542,0.3128728357454141
24004,125,Q0,en.noclean.c4-train.06757-of-07168.51763,5,16.278499603271484,-0.0076821846887469,0.2288787662982941
24005,125,Q0,en.noclean.c4-train.06505-of-07168.109379,6,15.49779987335205,-0.0103441067039966,0.27123619119326275
24006,125,Q0,en.noclean.c4-train.01685-of-07168.126944,7,15.8056001663208,-0.010758139193058,0.3699778219064077
24007,125,Q0,en.noclean.c4-train.05333-of-07168.70000,8,15.388999938964846,-0.0116512067615985,0.2751730248952905
24008,125,Q0,en.noclean.c4-train.07078-of-07168.62116,9,15.606200218200685,-0.0127776004374027,0.22750104373941815
24009,125,Q0,en.noclean.c4-train.00556-of-07168.1245,10,16.419200897216793,-0.0134576512500643,0.3538606390357017
25000,126,Q0,en.noclean.c4-train.05860-of-07168.39024,1,17.510900497436527,-0.0066929687745869,0.6492423837383589
25001,126,Q0,en.noclean.c4-train.05166-of-07168.1827,2,17.66010093688965,-0.0072434428147971,0.6484273498257002
25002,126,Q0,en.noclean.c4-train.04221-of-07168.76974,3,17.573999404907227,-0.0072557511739432,0.6472208847602209
25003,126,Q0,en.noclean.c4-train.03985-of-07168.138778,4,17.99340057373047,-0.0082802334800362,0.4910841882228851
25004,126,Q0,en.noclean.c4-train.02733-of-07168.40165,5,17.56719970703125,-0.0104289324954152,0.5531113917628924
25005,126,Q0,en.noclean.c4-train.02133-of-07168.104518,6,17.360599517822266,-0.0107515351846814,0.23002779840802154
25006,126,Q0,en.noclean.c4-train.03865-of-07168.140400,7,18.12179946899414,-0.0108504770323634,0.2914318162947893
25007,126,Q0,en.noclean.c4-train.05477-of-07168.72461,8,17.181900024414062,-0.0113596562296152,0.32721560386319953
25008,126,Q0,en.noclean.c4-train.05300-of-07168.28363,9,17.22599983215332,-0.0113596562296152,0.32721560386319953
25009,126,Q0,en.noclean.c4-train.02154-of-07168.132649,10,17.676300048828125,-0.0113596562296152,0.32721560386319953
26000,127,Q0,en.noclean.c4-train.00241-of-07168.16584,1,21.58679962158203,-0.0044647771865129,0.5258089055617651
26001,127,Q0,en.noclean.c4-train.02948-of-07168.49496,2,23.147300720214844,-0.0044911233708262,0.549528087178866
26002,127,Q0,en.noclean.c4-train.06642-of-07168.56423,3,23.34449958801269,-0.0052299587987363,0.4857258920868238
26003,127,Q0,en.noclean.c4-train.07100-of-07168.25164,4,23.49270057678223,-0.0061593712307512,0.5156273792187372
26004,127,Q0,en.noclean.c4-train.04110-of-07168.14178,5,21.62619972229004,-0.0084311971440911,0.4751787781715393
26005,127,Q0,en.noclean.c4-train.00954-of-07168.92455,6,21.644399642944336,-0.0099471341818571,0.3503720834851265
26006,127,Q0,en.noclean.c4-train.00118-of-07168.145245,7,20.54789924621582,-0.0104998312890529,0.4936009099086126
26007,127,Q0,en.noclean.c4-train.00275-of-07168.92757,8,23.25279998779297,-0.0130296731367707,0.5971980939308802
26008,127,Q0,en.noclean.c4-train.05723-of-07168.101653,9,20.765100479125977,-0.013854525052011,0.2551574545602004
26009,127,Q0,en.noclean.c4-train.05230-of-07168.57149,10,20.43160057067871,-0.013854525052011,0.2551574545602004
27000,128,Q0,en.noclean.c4-train.01775-of-07168.116288,1,15.65369987487793,-0.0065638893283903,0.4218435337146123
27001,128,Q0,en.noclean.c4-train.00623-of-07168.84704,2,16.020000457763672,-0.0072649819776415,0.32950592041015625
27002,128,Q0,en.noclean.c4-train.04356-of-07168.128585,3,17.21109962463379,-0.0074661509133875,0.4384276320536931
27003,128,Q0,en.noclean.c4-train.02974-of-07168.47901,4,15.707799911499025,-0.0093369726091623,0.4170440236727397
27004,128,Q0,en.noclean.c4-train.00712-of-07168.109465,5,16.749300003051758,-0.0125940963625907,0.3257649143536885
27005,128,Q0,en.noclean.c4-train.00169-of-07168.10449,6,16.00469970703125,-0.0137512944638729,0.371618427336216
27006,128,Q0,en.noclean.c4-train.05623-of-07168.100815,7,15.597999572753904,-0.0144683998078107,0.22411901503801346
27007,128,Q0,en.noclean.c4-train.04036-of-07168.108720,8,15.673299789428713,-0.014800508506596,0.442418525616328
27008,128,Q0,en.noclean.c4-train.06598-of-07168.143736,9,18.21839904785156,-0.0175863672047853,0.3548152322570483
27009,128,Q0,en.noclean.c4-train.01877-of-07168.8928,10,16.533798217773438,-0.019419077783823003,0.2871978593369325
28000,129,Q0,en.noclean.c4-train.00341-of-07168.51993,1,18.22570037841797,-0.0088737895712256,0.5876779059569041
28001,129,Q0,en.noclean.c4-train.02669-of-07168.39397,2,17.898300170898438,-0.0100139370188117,0.4646385684609413
28002,129,Q0,en.noclean.c4-train.00314-of-07168.48457,3,18.45940017700196,-0.0101159019395709,0.3991518393158913
28003,129,Q0,en.noclean.c4-train.02586-of-07168.96621,4,18.215999603271484,-0.0108255958184599,0.5443943391243616
28004,129,Q0,en.noclean.c4-train.03164-of-07168.147109,5,18.13400077819824,-0.0109312515705823,0.5486617187658945
28005,129,Q0,en.noclean.c4-train.00166-of-07168.27315,6,18.15530014038086,-0.0111666964367032,0.4074240227540334
28006,129,Q0,en.noclean.c4-train.04675-of-07168.85809,7,17.97559928894043,-0.0111855575814843,0.4736670901377996
28007,129,Q0,en.noclean.c4-train.04256-of-07168.91648,8,17.904600143432614,-0.0118179200217127,0.4249412765105565
28008,129,Q0,en.noclean.c4-train.05941-of-07168.128675,9,18.207000732421875,-0.0118199223652482,0.5016158123811086
28009,129,Q0,en.noclean.c4-train.03953-of-07168.78356,10,18.542699813842773,-0.0119996825233101,0.5842279493808746
29000,130,Q0,en.noclean.c4-train.06236-of-07168.6424,1,21.75300025939941,-0.0053408318199217,0.5191484838724136
29001,130,Q0,en.noclean.c4-train.00577-of-07168.86654,2,23.13649940490723,-0.0061062918975949,0.3491769768297672
29002,130,Q0,en.noclean.c4-train.06539-of-07168.113935,3,21.1382999420166,-0.0108162788674235,0.4822192092736562
29003,130,Q0,en.noclean.c4-train.05376-of-07168.112127,4,21.315996170043945,-0.0115476297214627,0.5140753537416458
29004,130,Q0,en.noclean.c4-train.02319-of-07168.134114,5,21.31599807739257,-0.0115476297214627,0.5140753537416458
29005,130,Q0,en.noclean.c4-train.05050-of-07168.143872,6,21.31599807739257,-0.0115476297214627,0.5140753537416458
29006,130,Q0,en.noclean.c4-train.01684-of-07168.130765,7,21.31599998474121,-0.0115476297214627,0.5140753537416458
29007,130,Q0,en.noclean.c4-train.03577-of-07168.27881,8,21.31329917907715,-0.0115476297214627,0.5140753537416458
29008,130,Q0,en.noclean.c4-train.04715-of-07168.2664,9,21.31329727172852,-0.0115476297214627,0.5140753537416458
29009,130,Q0,en.noclean.c4-train.05193-of-07168.120125,10,21.31329727172852,-0.0115476297214627,0.5140753537416458
30000,131,Q0,en.noclean.c4-train.00162-of-07168.88256,1,25.518299102783203,-0.0034806879702955,0.6172015642126402
30001,131,Q0,en.noclean.c4-train.06764-of-07168.122860,2,24.583999633789066,-0.0044089970178902,0.5706002165873846
30002,131,Q0,en.noclean.c4-train.00208-of-07168.132040,3,24.56110000610352,-0.0053473534062504,0.6525255193312963
30003,131,Q0,en.noclean.c4-train.06426-of-07168.77311,4,25.392900466918945,-0.0061888713389635,0.7468733986218771
30004,131,Q0,en.noclean.c4-train.05211-of-07168.93287,5,24.79850006103516,-0.0068847811780869,0.7474927703539529
30005,131,Q0,en.noclean.c4-train.06697-of-07168.32629,6,24.73600006103516,-0.0069794901646673,0.6486206750075022
30006,131,Q0,en.noclean.c4-train.03412-of-07168.117272,7,24.72780036926269,-0.0069794901646673,0.6486206750075022
30007,131,Q0,en.noclean.c4-train.01395-of-07168.97486,8,24.70490074157715,-0.0071325437165796,0.6475528379281362
30008,131,Q0,en.noclean.c4-train.06219-of-07168.52494,9,25.073200225830078,-0.0072562242858111,0.5905176103115082
30009,131,Q0,en.noclean.c4-train.00630-of-07168.78305,10,25.22439956665039,-0.0076864431612193,0.5863807549079261
31000,132,Q0,en.noclean.c4-train.01298-of-07168.38913,1,18.10890007019043,-0.0066717728041112,0.44133141698936623
31001,132,Q0,en.noclean.c4-train.02602-of-07168.10330,2,18.585599899291992,-0.0155423330143094,0.5507996529340744
31002,132,Q0,en.noclean.c4-train.03839-of-07168.146775,3,19.29170036315918,-0.0174862165004014,0.4516779085000356
31003,132,Q0,en.noclean.c4-train.07167-of-07168.95865,4,18.178800582885746,-0.0189210064709186,0.4893519033988317
31004,132,Q0,en.noclean.c4-train.02047-of-07168.41933,5,17.85460090637207,-0.0241896901279687,0.3777964293646316
31005,132,Q0,en.noclean.c4-train.05530-of-07168.68891,6,18.621000289916992,-0.0249798130244016,0.41414642333984375
31006,132,Q0,en.noclean.c4-train.05095-of-07168.56816,7,17.854598999023438,-0.025468137115240003,0.37716781891261536
31007,132,Q0,en.noclean.c4-train.00896-of-07168.97191,8,18.71260070800781,-0.0316137745976448,0.3659059931524098
31008,132,Q0,en.noclean.c4-train.02795-of-07168.107223,9,18.046600341796875,-0.0365407243371009,0.4051419248183568
31009,132,Q0,en.noclean.c4-train.02471-of-07168.110124,10,18.32640075683593,-0.0393442325294017,0.20958066234985984
32000,133,Q0,en.noclean.c4-train.03843-of-07168.71208,1,14.50160026550293,-0.0049710487946867,0.4744948595762253
32001,133,Q0,en.noclean.c4-train.02126-of-07168.142223,2,14.434999465942385,-0.0064582447521388,0.5513554364442825
32002,133,Q0,en.noclean.c4-train.00066-of-07168.105598,3,14.4350004196167,-0.0064582447521388,0.5513554364442825
32003,133,Q0,en.noclean.c4-train.05811-of-07168.123281,4,14.534700393676758,-0.0075037768110632,0.629609207312266
32004,133,Q0,en.noclean.c4-train.01699-of-07168.94290,5,14.66569995880127,-0.009311581030488002,0.6133738160133362
32005,133,Q0,en.noclean.c4-train.05804-of-07168.28904,6,14.939900398254395,-0.0094928545877337,0.5841316431760788
32006,133,Q0,en.noclean.c4-train.00481-of-07168.129616,7,15.123800277709961,-0.0102151436731219,0.6834931075572968
32007,133,Q0,en.noclean.c4-train.00493-of-07168.16630,8,15.123799324035645,-0.0102151436731219,0.6834931075572968
32008,133,Q0,en.noclean.c4-train.00554-of-07168.42207,9,14.502300262451172,-0.0110156731680035,0.5079261263211569
32009,133,Q0,en.noclean.c4-train.00913-of-07168.127542,10,14.686200141906738,-0.0110792219638824,0.3291138323644797
33000,134,Q0,en.noclean.c4-train.01688-of-07168.71822,1,13.533900260925293,-0.0074062775820493,0.4189398096253473
33001,134,Q0,en.noclean.c4-train.00698-of-07168.6687,2,14.038200378417967,-0.0080961380153894,0.4187874421477318
33002,134,Q0,en.noclean.c4-train.02298-of-07168.109822,3,15.185400009155273,-0.0098851677030324,0.3976797163486481
33003,134,Q0,en.noclean.c4-train.03754-of-07168.61255,4,15.185399055480955,-0.0098851677030324,0.3976797163486481
33004,134,Q0,en.noclean.c4-train.05113-of-07168.147891,5,14.64169979095459,-0.0098851677030324,0.3976797163486481
33005,134,Q0,en.noclean.c4-train.06229-of-07168.90166,6,13.791399955749512,-0.0099158566445112,0.3788644075393677
33006,134,Q0,en.noclean.c4-train.06806-of-07168.82914,7,13.74470043182373,-0.013847118243575,0.40070850650469453
33007,134,Q0,en.noclean.c4-train.03771-of-07168.125730,8,13.89840030670166,-0.0147725529968738,0.3920942445596059
33008,134,Q0,en.noclean.c4-train.04820-of-07168.142212,9,13.854499816894533,-0.0151352081447839,0.4016322096188863
33009,134,Q0,en.noclean.c4-train.01365-of-07168.63229,10,13.767999649047852,-0.01534313429147,0.4015891452630361
34000,135,Q0,en.noclean.c4-train.00894-of-07168.147353,1,21.909900665283203,-0.0073729082942008,0.4162144934137662
34001,135,Q0,en.noclean.c4-train.05019-of-07168.322,2,20.92449951171875,-0.0089503517374396,0.4432932684818904
34002,135,Q0,en.noclean.c4-train.01700-of-07168.17957,3,21.73259925842285,-0.0089764622971415,0.3509136214852333
34003,135,Q0,en.noclean.c4-train.01848-of-07168.57270,4,21.49570083618164,-0.0093721663579344,0.3870422641436259
34004,135,Q0,en.noclean.c4-train.04412-of-07168.36245,5,19.79850006103516,-0.0119757708162069,0.5165169437726339
34005,135,Q0,en.noclean.c4-train.06368-of-07168.115128,6,19.624000549316406,-0.0119757708162069,0.5165169437726339
34006,135,Q0,en.noclean.c4-train.03130-of-07168.27619,7,19.99880027770996,-0.0119757708162069,0.5165169437726339
34007,135,Q0,en.noclean.c4-train.05173-of-07168.49247,8,20.632200241088867,-0.0139020215719938,0.3386483086893956
34008,135,Q0,en.noclean.c4-train.03963-of-07168.103812,9,19.52059936523437,-0.0146003402769565,0.37097560303906607
34009,135,Q0,en.noclean.c4-train.01395-of-07168.26300,10,20.63940048217773,-0.0161413308233022,0.36091254527370137
35000,136,Q0,en.noclean.c4-train.06573-of-07168.42249,1,21.273099899291992,-0.0065280045382678,0.4992466519276301
35001,136,Q0,en.noclean.c4-train.02062-of-07168.124619,2,20.35709953308105,-0.0099576395004987,0.540559301773707
35002,136,Q0,en.noclean.c4-train.00598-of-07168.76415,3,20.502599716186523,-0.0114306071773171,0.5792647004127502
35003,136,Q0,en.noclean.c4-train.07048-of-07168.113485,4,20.351299285888672,-0.0120582208037376,0.499858429034551
35004,136,Q0,en.noclean.c4-train.02105-of-07168.131535,5,20.790700912475586,-0.0145081132650375,0.5031690498193105
35005,136,Q0,en.noclean.c4-train.06627-of-07168.119475,6,20.938899993896484,-0.0182831734418869,0.5557978500922521
35006,136,Q0,en.noclean.c4-train.04295-of-07168.4609,7,20.667800903320312,-0.0187647156417369,0.5357206265131632
35007,136,Q0,en.noclean.c4-train.06488-of-07168.25339,8,20.897199630737305,-0.0192007720470428,0.4489279600481193
35008,136,Q0,en.noclean.c4-train.04767-of-07168.124040,9,21.686500549316406,-0.0213323421776294,0.41756744123995293
35009,136,Q0,en.noclean.c4-train.05538-of-07168.68108,10,20.50469970703125,-0.0384507924318313,0.37384646882613504
36000,137,Q0,en.noclean.c4-train.00403-of-07168.81768,1,17.891300201416016,-0.0054413778707385,0.42615648110707594
36001,137,Q0,en.noclean.c4-train.02451-of-07168.113104,2,16.94339942932129,-0.0058964355848729,0.3975581303238869
36002,137,Q0,en.noclean.c4-train.02399-of-07168.134592,3,16.193300247192386,-0.0089615760371088,0.40181998287638027
36003,137,Q0,en.noclean.c4-train.04262-of-07168.78149,4,17.8799991607666,-0.0188292935490608,0.3246571371952693
36004,137,Q0,en.noclean.c4-train.01134-of-07168.52022,5,16.486000061035153,-0.020886942744255,0.34137506565699977
36005,137,Q0,en.noclean.c4-train.01582-of-07168.12553,6,17.797199249267578,-0.0239075925201177,0.23889757630725705
36006,137,Q0,en.noclean.c4-train.04053-of-07168.57756,7,19.34429931640625,-0.516868531703949,0.3559465582172076
36007,137,Q0,en.noclean.c4-train.02661-of-07168.134081,8,16.867698669433597,-0.8511507511138916,0.4403328647216161
36008,137,Q0,en.noclean.c4-train.01647-of-07168.61061,9,16.867700576782227,-0.8511507511138916,0.4403328647216161
36009,137,Q0,en.noclean.c4-train.00190-of-07168.35375,10,16.82699966430664,-0.9963195323944092,0.26051126917203266
37000,138,Q0,en.noclean.c4-train.02540-of-07168.64705,1,14.740400314331055,-0.0106268711388111,0.29196589688460034
37001,138,Q0,en.noclean.c4-train.00917-of-07168.46587,2,14.431699752807615,-0.0143983699381351,0.32960134744644165
37002,138,Q0,en.noclean.c4-train.06068-of-07168.83548,3,14.427398681640625,-0.0144974216818809,0.5169371863206228
37003,138,Q0,en.noclean.c4-train.00713-of-07168.63053,4,14.42739963531494,-0.0144974216818809,0.5169371863206228
37004,138,Q0,en.noclean.c4-train.01362-of-07168.32768,5,14.554400444030762,-0.0147322630509734,0.06640158966183662
37005,138,Q0,en.noclean.c4-train.03646-of-07168.6233,6,14.475299835205078,-0.0147322630509734,0.06640158966183662
37006,138,Q0,en.noclean.c4-train.01314-of-07168.84910,7,14.863100051879885,-0.0147328507155179,0.10085854943220814
37007,138,Q0,en.noclean.c4-train.03437-of-07168.47857,8,15.065799713134766,-0.0148423230275511,0.2553928755223751
37008,138,Q0,en.noclean.c4-train.02984-of-07168.74943,9,14.544300079345705,-0.0156192081049084,0.584209660689036
37009,138,Q0,en.noclean.c4-train.05573-of-07168.92866,10,14.67020034790039,-0.015965599566698,0.4170808146397273
38000,139,Q0,en.noclean.c4-train.00390-of-07168.109069,1,19.38890075683593,-0.0031900729518383,0.481996995707353
38001,139,Q0,en.noclean.c4-train.06086-of-07168.66271,2,19.733999252319336,-0.0039805714040994,0.4416488111019135
38002,139,Q0,en.noclean.c4-train.05924-of-07168.145853,3,18.88249969482422,-0.0040329326875507,0.3156184420610468
38003,139,Q0,en.noclean.c4-train.05914-of-07168.15040,4,19.17169952392578,-0.0046528642997145,0.28250000687936944
38004,139,Q0,en.noclean.c4-train.01491-of-07168.102732,5,18.73469924926757,-0.0059169372543692,0.4000099922219912
38005,139,Q0,en.noclean.c4-train.02733-of-07168.145909,6,18.655500411987305,-0.0085817836225032,0.3639048847059409
38006,139,Q0,en.noclean.c4-train.01485-of-07168.132479,7,19.059200286865234,-0.0089367646723985,0.4801482657591502
38007,139,Q0,en.noclean.c4-train.05815-of-07168.119964,8,19.53069877624512,-0.0110649559646844,0.4266242533922195
38008,139,Q0,en.noclean.c4-train.00677-of-07168.76699,9,19.5280990600586,-0.0110649559646844,0.4266242533922195
38009,139,Q0,en.noclean.c4-train.04441-of-07168.47516,10,19.53070068359375,-0.0110649559646844,0.4266242533922195
39000,140,Q0,en.noclean.c4-train.02550-of-07168.112086,1,19.90379905700684,-0.0070785693824291,0.598238617181778
39001,140,Q0,en.noclean.c4-train.03373-of-07168.74764,2,19.331899642944336,-0.01006197091192,0.5170396318038305
39002,140,Q0,en.noclean.c4-train.00110-of-07168.26911,3,19.24720001220703,-0.0104295220226049,0.4649564971526464
39003,140,Q0,en.noclean.c4-train.02553-of-07168.142011,4,19.20229721069336,-0.0106874946504831,0.6294702688852946
39004,140,Q0,en.noclean.c4-train.01953-of-07168.58288,5,19.202299118041992,-0.0106874946504831,0.6294702688852946
39005,140,Q0,en.noclean.c4-train.03795-of-07168.3556,6,19.228900909423828,-0.0106874946504831,0.6294702688852946
39006,140,Q0,en.noclean.c4-train.02293-of-07168.74437,7,19.25379943847656,-0.0106874946504831,0.6294702688852946
39007,140,Q0,en.noclean.c4-train.01480-of-07168.120021,8,19.647300720214844,-0.0106874946504831,0.6294702688852946
39008,140,Q0,en.noclean.c4-train.02193-of-07168.67431,9,19.25510025024414,-0.0106874946504831,0.6294702688852946
39009,140,Q0,en.noclean.c4-train.03516-of-07168.26095,10,19.22769927978516,-0.0108787780627608,0.4776959170897802
40000,141,Q0,en.noclean.c4-train.02067-of-07168.17147,1,22.523700714111328,-0.0035334315616637,0.40507586176196736
40001,141,Q0,en.noclean.c4-train.00457-of-07168.20196,2,21.901199340820312,-0.0041885748505592,0.2571236516038577
40002,141,Q0,en.noclean.c4-train.05271-of-07168.43074,3,24.15329933166504,-0.0093393344432115,0.36806517985782455
40003,141,Q0,en.noclean.c4-train.03189-of-07168.26449,4,22.99370002746582,-0.010399910621344998,0.2913583976527055
40004,141,Q0,en.noclean.c4-train.03416-of-07168.65405,5,22.653499603271484,-0.0106065832078456,0.4140048424402873
40005,141,Q0,en.noclean.c4-train.04782-of-07168.38457,6,22.58970069885254,-0.0110269924625754,0.3681325763463974
40006,141,Q0,en.noclean.c4-train.03289-of-07168.57276,7,23.15699958801269,-0.012134775519371,0.438894584774971
40007,141,Q0,en.noclean.c4-train.05661-of-07168.107770,8,23.74340057373047,-0.0135306874290108,0.19305841376384103
40008,141,Q0,en.noclean.c4-train.04689-of-07168.139923,9,22.092100143432614,-0.014677757397293998,0.4581270714600881
40009,141,Q0,en.noclean.c4-train.06095-of-07168.78775,10,23.50909996032715,-0.0149403912946581,0.3833062003056209
41000,142,Q0,en.noclean.c4-train.06272-of-07168.124990,1,24.698200225830078,-0.0051394724287092,0.6173570677638054
41001,142,Q0,en.noclean.c4-train.05068-of-07168.62115,2,24.63050079345703,-0.0053421361371874,0.5652700240413348
41002,142,Q0,en.noclean.c4-train.07155-of-07168.106801,3,24.947999954223643,-0.0056892610155045,0.599389374256134
41003,142,Q0,en.noclean.c4-train.03993-of-07168.38350,4,24.12420082092285,-0.0058989240787923,0.6421086589495341
41004,142,Q0,en.noclean.c4-train.01998-of-07168.121894,5,24.65629959106445,-0.0059623238630592,0.271562493716677
41005,142,Q0,en.noclean.c4-train.06382-of-07168.65692,6,24.59919738769531,-0.005971448495984,0.27065019713093835
41006,142,Q0,en.noclean.c4-train.03514-of-07168.68199,7,24.599199295043945,-0.005971448495984,0.27065019713093835
41007,142,Q0,en.noclean.c4-train.02170-of-07168.46920,8,24.478500366210927,-0.0063170520588755,0.5518726418570926
41008,142,Q0,en.noclean.c4-train.00135-of-07168.81394,9,24.03369903564453,-0.0066248783841729,0.6253577669461569
41009,142,Q0,en.noclean.c4-train.01585-of-07168.91586,10,24.878400802612305,-0.0067218616604804,0.5137256036202112
42000,143,Q0,en.noclean.c4-train.00493-of-07168.75777,1,19.68090057373047,-0.0314461700618267,0.3817247760792573
42001,143,Q0,en.noclean.c4-train.03966-of-07168.146675,2,17.163200378417972,-0.0333174429833889,0.4590838650862376
42002,143,Q0,en.noclean.c4-train.02331-of-07168.147186,3,17.09950065612793,-0.0375419706106185,0.5634128153324127
42003,143,Q0,en.noclean.c4-train.06295-of-07168.15881,4,17.11440086364746,-0.0492776222527027,0.5507601102193197
42004,143,Q0,en.noclean.c4-train.03430-of-07168.29524,5,17.51140022277832,-0.0496456734836101,0.5264966338872911
42005,143,Q0,en.noclean.c4-train.01542-of-07168.122155,6,17.204099655151367,-0.0532128661870956,0.3996389259894689
42006,143,Q0,en.noclean.c4-train.05682-of-07168.56232,7,17.03580093383789,-0.0549758486449718,0.4461922546227773
42007,143,Q0,en.noclean.c4-train.01934-of-07168.94424,8,18.3356990814209,-0.06348513811826699,0.5147535651922226
42008,143,Q0,en.noclean.c4-train.03032-of-07168.78304,9,18.29590034484864,-0.0669372752308845,0.5159353564182917
42009,143,Q0,en.noclean.c4-train.01597-of-07168.143740,10,17.089799880981445,-0.0671786218881607,0.3179201278835535
43000,144,Q0,en.noclean.c4-train.04207-of-07168.35502,1,12.958900451660154,-0.0037308391183614,0.5863322485238314
43001,144,Q0,en.noclean.c4-train.06052-of-07168.77622,2,12.250699996948242,-0.0040465863421559,0.7059447268644968
43002,144,Q0,en.noclean.c4-train.04483-of-07168.70513,3,12.15659999847412,-0.0041683935560286,0.6637750566005707
43003,144,Q0,en.noclean.c4-train.01767-of-07168.16512,4,12.339699745178224,-0.0041872691363096,0.5844309267898401
43004,144,Q0,en.noclean.c4-train.00758-of-07168.19136,5,12.152999877929688,-0.0043663880787789,0.6420618295669556
43005,144,Q0,en.noclean.c4-train.06476-of-07168.48250,6,12.96840000152588,-0.0044262059964239,0.7030411760012308
43006,144,Q0,en.noclean.c4-train.00937-of-07168.5361,7,12.17959976196289,-0.0045517645776271,0.4319877649346988
43007,144,Q0,en.noclean.c4-train.02363-of-07168.13068,8,12.149999618530273,-0.0046612890437245,0.5127816175421079
43008,144,Q0,en.noclean.c4-train.03817-of-07168.131987,9,12.28159999847412,-0.0047556152567267,0.6240286827087402
43009,144,Q0,en.noclean.c4-train.01313-of-07168.55202,10,12.107999801635742,-0.0048416280187666,0.20606528967618945
44000,145,Q0,en.noclean.c4-train.00661-of-07168.130574,1,21.529699325561523,-0.0037975830491632,0.31754916658004123
44001,145,Q0,en.noclean.c4-train.01148-of-07168.120530,2,18.45059967041016,-0.0039163334295153,0.31869889174898464
44002,145,Q0,en.noclean.c4-train.04039-of-07168.112751,3,18.738500595092773,-0.0041505866684019,0.3735874717434247
44003,145,Q0,en.noclean.c4-train.05744-of-07168.29615,4,20.033899307250977,-0.0047164619900286,0.2956031958262126
44004,145,Q0,en.noclean.c4-train.07025-of-07168.109197,5,20.16909980773925,-0.0047164619900286,0.2956031958262126
44005,145,Q0,en.noclean.c4-train.03087-of-07168.71255,6,19.383100509643555,-0.0047164619900286,0.2956031958262126
44006,145,Q0,en.noclean.c4-train.01295-of-07168.96695,7,20.56450080871582,-0.0047164619900286,0.2956031958262126
44007,145,Q0,en.noclean.c4-train.01106-of-07168.2347,8,18.35330009460449,-0.0047680726274847,0.323262095451355
44008,145,Q0,en.noclean.c4-train.01221-of-07168.56829,9,18.822799682617188,-0.0049638133496046,0.2875394014020761
44009,145,Q0,en.noclean.c4-train.04852-of-07168.44893,10,19.84709930419922,-0.0051538227126002,0.3264312967658043
45000,146,Q0,en.noclean.c4-train.03766-of-07168.42872,1,19.45890045166016,-0.004466438665986,0.5020274939015508
45001,146,Q0,en.noclean.c4-train.04657-of-07168.88647,2,18.300500869750977,-0.004837476182729,0.6396407634019852
45002,146,Q0,en.noclean.c4-train.06921-of-07168.57766,3,18.60740089416504,-0.0048738960176706,0.5272947028279305
45003,146,Q0,en.noclean.c4-train.05629-of-07168.77481,4,18.25919914245605,-0.0051567875780165,0.6112485677003859
45004,146,Q0,en.noclean.c4-train.03301-of-07168.33702,5,18.12929916381836,-0.0055618300102651,0.19047478772699836
45005,146,Q0,en.noclean.c4-train.02537-of-07168.75701,6,18.82749938964844,-0.0058237873017787,0.3505436728398005
45006,146,Q0,en.noclean.c4-train.06296-of-07168.14764,7,18.29829978942871,-0.0065227933228015,0.33605653947840136
45007,146,Q0,en.noclean.c4-train.05760-of-07168.49276,8,18.7903995513916,-0.0065972856245934,0.6378185922900835
45008,146,Q0,en.noclean.c4-train.05317-of-07168.136658,9,18.877500534057614,-0.0070357187651097,0.6340125600496928
45009,146,Q0,en.noclean.c4-train.01153-of-07168.69383,10,18.227500915527344,-0.0070650749839842,0.5011407385269799
46000,147,Q0,en.noclean.c4-train.04680-of-07168.96954,1,21.11029815673828,-0.0037842821329832,0.5165959894657135
46001,147,Q0,en.noclean.c4-train.01104-of-07168.65191,2,21.11030006408692,-0.0037842821329832,0.5165959894657135
46002,147,Q0,en.noclean.c4-train.06744-of-07168.34815,3,21.69389915466309,-0.0045455936342477,0.5990648915370306
46003,147,Q0,en.noclean.c4-train.04701-of-07168.130367,4,21.22209930419922,-0.0050431662239134,0.5093073149522146
46004,147,Q0,en.noclean.c4-train.05844-of-07168.50457,5,21.61639976501465,-0.0053058518096804,0.5157680660486221
46005,147,Q0,en.noclean.c4-train.06389-of-07168.61490,6,21.05279922485352,-0.005623236298561,0.4076368336876233
